,filing_org,filing_ein,tax_year,tot_expenses,filing_org_temp
343,GARY SINISE FOUNDATION,800587086,2023-03-31,15917661,
344,GARY SINISE FOUNDATION,800587086,2022-12-31,59160035,
345,GARY SINISE FOUNDATION,800587086,2021-12-31,36643851,
346,GARY SINISE FOUNDATION,800587086,2020-12-31,39064882,
347,GARY SINISE FOUNDATION,800587086,2019-12-31,38966049,
348,GARY SINISE FOUNDATION,800587086,2018-12-31,30004133,
349,GARY SINISE FOUNDATION,800587086,2017-12-31,21847952,
350,GARY SINISE FOUNDATION,800587086,2016-12-31,16438483,
351,GARY SINISE FOUNDATION,800587086,2015-12-31,13727150,
352,GARY SINISE FOUNDATION,800587086,2013-12-31,5772718,
353,Gatestone Institute,454724565,2014-12-31,2151867,
354,GEORGIA STATE UNIVERSITY,581845423,2024-06-30,150300267,GEORGIA STATE UNIVERSITY
355,GEORGIA STATE UNIVERSITY,581845423,2023-06-30,132252224,GEORGIA STATE UNIVERSITY
356,GEORGIA STATE UNIVERSITY,581845423,2022-06-30,115755633,GEORGIA STATE UNIVERSITY
357,GEORGIA STATE UNIVERSITY,581845423,2021-06-30,100554606,GEORGIA STATE UNIVERSITY
358,GEORGIA STATE UNIVERSITY,581845423,2020-06-30,104932866,GEORGIA STATE UNIVERSITY
359,GEORGIA STATE UNIVERSITY,581845423,2019-06-30,95309361,GEORGIA STATE UNIVERSITY
360,GEORGIA STATE UNIVERSITY,581845423,2018-06-30,97682865,GEORGIA STATE UNIVERSITY
361,GEORGIA STATE UNIVERSITY,581845423,2017-06-30,97154946,GEORGIA STATE UNIVERSITY
362,GEORGIA STATE UNIVERSITY,581845423,2016-06-30,77152009,GEORGIA STATE UNIVERSITY
363,GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INC,581845423,2015-06-30,72257476,GEORGIA STATE UNIVERSITY
364,GEORGIA STATE UNIVERSITY,581845423,2014-06-30,63262932,GEORGIA STATE UNIVERSITY
365,GOSPEL MUSIC ASSOCIATION INC,620783972,2023-12-31,243838,
366,GOSPEL MUSIC ASSOCIATION INC,620783972,2023-09-30,516461,
367,GOSPEL MUSIC ASSOCIATION INC,620783972,2019-09-30,295851,
368,GROWING HOPE GLOBALLY,541940516,2025-03-31,3209153,GROWING HOPE GLOBALLY
369,GROWING HOPE GLOBALLY,541940516,2024-03-31,2963322,GROWING HOPE GLOBALLY
370,GROWING HOPE GLOBALLY,541940516,2023-03-31,2711792,GROWING HOPE GLOBALLY
371,GROWING HOPE GLOBALLY,541940516,2022-03-31,2477243,GROWING HOPE GLOBALLY
372,GROWING HOPE GLOBALLY,541940516,2021-03-31,2633207,GROWING HOPE GLOBALLY
373,GROWING HOPE GLOBALLY,541940516,2020-03-31,3059558,GROWING HOPE GLOBALLY
374,FOODS RESOURCE BANK,541940516,2018-03-31,3011173,GROWING HOPE GLOBALLY
375,FOODS RESOURCE BANK,541940516,2017-03-31,3044684,GROWING HOPE GLOBALLY
376,FOODS RESOURCE BANK,541940516,2016-03-31,3690744,GROWING HOPE GLOBALLY
377,FOODS RESOURCE BANK,541940516,2015-03-31,3712630,GROWING HOPE GLOBALLY
378,GROWING HOPE GLOBALLY,541940516,2014-03-31,3879547,GROWING HOPE GLOBALLY
379,HEARTBEAT INTERNATIONAL INC,237335592,2024-09-30,10128538,
380,HEARTBEAT INTERNATIONAL INC,237335592,2023-09-30,10040245,
381,HEARTBEAT INTERNATIONAL INC,237335592,2022-09-30,10273085,
382,HILLSDALE COLLEGE,381374230,2024-06-30,270721431,HILLSDALE COLLEGE
383,HILLSDALE COLLEGE,381374230,2023-06-30,248527191,HILLSDALE COLLEGE
384,HILLSDALE COLLEGE,381374230,2022-06-30,214265709,HILLSDALE COLLEGE
385,HILLSDALE COLLEGE,381374230,2021-06-30,191767397,HILLSDALE COLLEGE
386,HILLSDALE COLLEGE,381374230,2020-06-30,172808580,HILLSDALE COLLEGE
387,HILLSDALE COLLEGE,381374230,2019-06-30,166228751,HILLSDALE COLLEGE
388,HILLSDALE COLLEGE,381374230,2018-06-30,151999759,HILLSDALE COLLEGE
389,Hillsdale College,381374230,2017-06-30,143491963,HILLSDALE COLLEGE
390,HILLSDALE COLLEGE,381374230,2016-06-30,129460737,HILLSDALE COLLEGE
391,HILLSDALE COLLEGE,381374230,2015-06-30,129853793,HILLSDALE COLLEGE
392,HILLSDALE COLLEGE,381374230,2014-06-30,118464216,HILLSDALE COLLEGE
393,Historic Haymarket Milwaukee Inc,871376165,2024-12-31,4093094,
394,Historic Haymarket Milwaukee Inc,871376165,2023-12-31,5039306,
395,HISTORIC HAYMARKET MILWAUKEE I INC,871376165,2022-12-31,8414171,
396,HUNGER TASK FORCE INC,391345847,2024-09-30,25950207,
397,HUNGER TASK FORCE INC,391345847,2023-09-30,36909474,
398,HUNGER TASK FORCE INC,391345847,2022-09-30,29644502,
399,HUNGER TASK FORCE INC,391345847,2021-09-30,33060704,
400,HUNGER TASK FORCE INC,391345847,2020-09-30,25227071,
401,HUNGER TASK FORCE INC,391345847,2019-09-30,18007070,
402,HUNGER TASK FORCE INC,391345847,2018-09-30,15517580,
403,HUNGER TASK FORCE INC,391345847,2017-09-30,16848662,
404,HUNGER TASK FORCE INC,391345847,2016-09-30,17401691,
405,HUNGER TASK FORCE INC,391345847,2015-09-30,16987100,
406,IMPACT 100 GREATER MILWAUKEE INC,473433603,2024-06-30,440591,
407,IMPACT 100 GREATER MILWAUKEE INC,473433603,2023-06-30,422951,
408,IMPACT 100 GREATER MILWAUKEE INC,473433603,2022-06-30,461132,
409,IMPACT 100 GREATER MILWAUKEE INC,473433603,2021-06-30,426448,
410,IMPACT 100 GREATER MILWAUKEE INC,473433603,2020-06-30,473233,
411,IMPACT 100 GREATER MILWAUKEE INC,473433603,2019-06-30,396767,
412,IMPACT 100 GREATER MILWAUKEE INC,473433603,2018-06-30,353316,
413,Impact 100 Greater Milwaukee Inc,473433603,2017-06-30,329078,
414,Impact 100 Greater Milwaukee Inc,473433603,2016-06-30,233276,
415,IMPACT FORUM FOUNDATION,920273160,2024-12-31,799592,
416,IMPACT FORUM FOUNDATION,920273160,2023-12-31,2003234,
417,INFORMING AMERICA FOUNDATION,863753264,2024-12-31,7536900,
418,INFORMING AMERICA FOUNDATION,863753264,2023-12-31,6868082,
419,INFORMING AMERICA FOUNDATION,863753264,2022-12-31,8908592,
420,INFORMING AMERICA FOUNDATION,863753264,2021-12-31,4487938,
421,INSTITUTE FOR JUSTICE,521744337,2024-06-30,44264308,
422,INSTITUTE FOR JUSTICE,521744337,2023-06-30,37733069,
423,INSTITUTE FOR JUSTICE,521744337,2022-06-30,33233789,
424,INSTITUTE FOR JUSTICE,521744337,2021-06-30,29193641,
425,INSTITUTE FOR JUSTICE,521744337,2020-06-30,26333259,
426,INSTITUTE FOR JUSTICE,521744337,2016-06-30,19123463,
427,INTERNATIONAL CHRISTIAN CONCERN INC,521942990,2022-12-31,4381271,
428,INTERNATIONAL CHRISTIAN CONCERN INC,521942990,2021-12-31,4310603,
429,INTERNATIONAL CHRISTIAN CONCERN INC,521942990,2020-12-31,2779237,
430,INTERNATIONAL CHRISTIAN CONCERN INC,521942990,2019-12-31,2544386,
431,INTERNATIONAL CHRISTIAN CONCERN INC,521942990,2018-12-31,2452369,
432,INTERNATIONAL CHRISTIAN CONCERN INC,521942990,2017-12-31,2337980,
433,INTERNATIONAL CHRISTIAN CONCERN INC,521942990,2016-12-31,2483260,
434,InterVarsity Christian FellowshipUSA,362171714,2019-06-30,109618268,
435,InterVarsity Christian FellowshipUSA,362171714,2017-06-30,101308282,
436,InterVarsity Christian FellowshipUSA,362171714,2016-06-30,101243142,
437,InterVarsity Christian FellowshipUSA,362171714,2015-06-30,90807588,
438,,362171714,2014-06-30,87790978,
439,THE JACK MILLER CENTER FOR TEACHING,261147689,2024-12-31,6167281,
440,THE JACK MILLER CENTER FOR TEACHING,261147689,2023-12-31,5367968,
441,THE JACK MILLER CENTER FOR TEACHING,261147689,2022-12-31,4936882,
442,THE JACK MILLER CENTER FOR TEACHING,261147689,2021-12-31,3527425,
443,THE JACK MILLER CENTER FOR TEACHING,261147689,2020-12-31,2590774,
444,THE JACK MILLER CENTER FOR TEACHING,261147689,2019-12-31,3240260,
445,THE JACK MILLER CENTER FOR TEACHING,261147689,2018-12-31,2982363,
446,THE JACK MILLER CENTER FOR TEACHING,261147689,2017-12-31,2980027,
447,THE JACK MILLER CENTER FOR TEACHING,261147689,2016-12-31,4851333,
448,THE JACK MILLER CENTER FOR TEACHING,261147689,2015-12-31,8097684,
449,JUDICIAL WATCH INC,521885088,2024-12-31,55292045,
450,JUDICIAL WATCH INC,521885088,2023-12-31,53230384,
451,JUDICIAL WATCH INC,521885088,2022-12-31,57385244,
452,JUDICIAL WATCH INC,521885088,2021-12-31,57474581,
453,JUDICIAL WATCH INC,521885088,2020-12-31,60400307,
454,JUDICIAL WATCH INC,521885088,2019-12-31,49144797,
455,JUDICIAL WATCH INC,521885088,2018-12-31,40431062,
456,JUDICIAL WATCH INC,521885088,2017-12-31,32128134,
457,JUDICIAL WATCH INC,521885088,2016-12-31,30901051,
458,JUDICIAL WATCH INC,521885088,2015-12-31,24486270,
459,JUDICIAL WATCH INC,521885088,2014-12-31,21638212,
460,JUDICIAL WATCH INC,521885088,2013-12-31,17657173,
461,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2024-12-31,15602922,
462,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2023-12-31,17551546,
463,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2022-12-31,21190534,
464,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2021-12-31,8848651,
465,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2020-12-31,11521135,
466,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2019-12-31,10104449,
467,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2018-12-31,10230061,
468,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2017-12-31,13699933,
469,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2016-12-31,9090422,
470,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2015-12-31,7484993,
471,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2014-12-31,5671868,
472,KNIGHTS OF COLUMBUS CHARITIES INC,237227608,2013-12-31,3213531,
473,LAFAYETTE AREA CATHOLIC SCHOOLS,351376312,2025-06-30,270316,
474,LAFAYETTE AREA CATHOLIC SCHOOLS,351376312,2024-06-30,233229,
475,LAFAYETTE AREA CATHOLIC SCHOOLS,351376312,2023-06-30,215059,
476,LAKE GENEVA FOUNDATION,390922378,2024-12-31,3278681,
477,Leadership Institute,510235174,2024-12-31,54728123,
478,Leadership Institute,510235174,2023-12-31,51591743,
479,Leadership Institute,510235174,2022-12-31,34475593,
480,LEADERSHIP INSTITUTE,510235174,2021-12-31,26019058,
481,LEADERSHIP INSTITUTE,510235174,2020-12-31,20433534,
482,LEADERSHIP INSTITUTE,510235174,2019-12-31,18769317,
483,LEADERSHIP INSTITUTE,510235174,2015-12-31,13908431,
484,Leadership Institute,510235174,2014-12-31,13576928,
485,Libertas Network,455254794,2024-12-31,11685663,
486,Lyric Opera of Chicago,366008929,2016-06-30,82269749,Lyric Opera of Chicago
487,Lyric Opera of Chicago,366008929,2015-06-30,80166632,Lyric Opera of Chicago
488,Lyric Opera of Chicago,366008929,2014-06-30,75786148,Lyric Opera of Chicago
489,MACKINAC CENTER,382701547,2024-12-31,12916116,
490,MACKINAC CENTER,382701547,2022-12-31,11496742,
491,MADISON SYMPHONY ORCHESTRA INC,390839707,2024-06-30,6223003,MADISON SYMPHONY ORCHESTRA INC
492,MADISON SYMPHONY ORCHESTRA INC,390839707,2014-06-30,4289469,MADISON SYMPHONY ORCHESTRA INC
493,MANHATTAN INSTITUTE FOR POLICY RESEARCH INC,132912529,2015-09-30,15638756,MANHATTAN INSTITUTE FOR POLICY
494,MANHATTAN INSTITUTE FOR POLICY,132912529,2014-09-30,13949343,MANHATTAN INSTITUTE FOR POLICY
495,Marquette University,390806251,2024-06-30,693612919,Marquette University
496,Marquette University,390806251,2023-06-30,652702241,Marquette University
497,Marquette University,390806251,2022-06-30,638799000,Marquette University
498,Marquette University,390806251,2021-06-30,619194000,Marquette University
499,Marquette University,390806251,2020-06-30,625776957,Marquette University
500,Marquette University,390806251,2018-06-30,565388000,Marquette University
501,Marquette University,390806251,2017-06-30,543199000,Marquette University
502,Marquette University,390806251,2016-06-30,513921000,Marquette University
503,Marquette University,390806251,2015-06-30,500142000,Marquette University
504,Marquette University,390806251,2014-06-30,493064000,Marquette University
505,MEDIA RESEARCH CENTER,541429009,2023-12-31,16296481,
506,MEDIA RESEARCH CENTER,541429009,2022-12-31,16454978,
507,MEDIA RESEARCH CENTER,541429009,2021-12-31,16632311,
508,MEDIA RESEARCH CENTER,541429009,2020-12-31,15150757,
509,MEDIA RESEARCH CENTER,541429009,2019-12-31,14309577,
510,THE MEDICAL COLLEGE OF WISCONSIN INC,390806261,2023-06-30,1459941335,THE MEDICAL COLLEGE OF WISCONSIN INC
511,The Medical College of Wisconsin Inc,390806261,2022-06-30,1375096323,THE MEDICAL COLLEGE OF WISCONSIN INC
512,The Medical College of Wisconsin Inc,390806261,2021-06-30,1287814092,THE MEDICAL COLLEGE OF WISCONSIN INC
513,The Medical College of Wisconsin Inc,390806261,2020-06-30,1217951862,THE MEDICAL COLLEGE OF WISCONSIN INC
514,The Medical College of Wisconsin Inc,390806261,2019-06-30,1179626265,THE MEDICAL COLLEGE OF WISCONSIN INC
515,The Medical College of Wisconsin Inc,390806261,2018-06-30,1116060114,THE MEDICAL COLLEGE OF WISCONSIN INC
516,The Medical College of Wisconsin Inc,390806261,2017-06-30,1061080967,THE MEDICAL COLLEGE OF WISCONSIN INC
517,The Medical College of Wisconsin Inc,390806261,2016-06-30,993553543,THE MEDICAL COLLEGE OF WISCONSIN INC
518,The Medical College of Wisconsin Inc,390806261,2015-06-30,928128669,THE MEDICAL COLLEGE OF WISCONSIN INC
519,THE MEDICAL COLLEGE OF WISCONSIN INC,390806261,2014-06-30,915251004,THE MEDICAL COLLEGE OF WISCONSIN INC
520,Mercy Ships International,262414132,2024-12-31,157056453,
521,Mercy Ships,262414132,2023-12-31,145692310,
522,Mercy Ships,262414132,2022-12-31,136875817,
523,Mercy Ships,262414132,2021-12-31,142842150,
524,Mercy Ships,262414132,2020-12-31,79255209,
525,Mercy Ships,262414132,2019-12-31,90955859,
526,Mercy Ships,262414132,2018-12-31,75788838,
527,Mercy Ships,262414132,2017-12-31,62442780,
528,Mercy Ships,262414132,2016-12-31,60662773,
529,Mercy Ships,262414132,2015-12-31,52322550,
530,Mercy Ships,262414132,2014-12-31,50136242,
531,Mercy Ships,262414132,2013-12-31,29897072,
532,MERONA LEADERSHIP FOUNDATION,471603664,2024-12-31,2185420,
533,MERONA LEADERSHIP FOUNDATION,471603664,2023-12-31,1731266,
534,MERONA LEADERSHIP FOUNDATION,471603664,2022-12-31,2145304,
535,MERONA LEADERSHIP FOUNDATION,471603664,2021-12-31,618156,
536,MERONA LEADERSHIP FOUNDATION,471603664,2020-12-31,713830,
537,MERONA LEADERSHIP FOUNDATION,471603664,2019-12-31,727781,
538,MERONA CAMPUS LEADERSHIP FOUNDATION,471603664,2017-12-31,185528,
539,META HOUSE INC,391017822,2024-12-31,14788433,
540,META HOUSE INC,391017822,2023-12-31,12639171,
541,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2024-12-31,7248859,
542,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2023-12-31,2317330,
543,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2022-12-31,4674558,
544,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2021-12-31,6747502,
545,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2020-12-31,4489285,
546,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2019-12-31,4233507,
547,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2018-12-31,4661324,
548,MIDWEST ATHLETES AGAINST CHILDHOOD,391270290,2017-12-31,4138694,
549,Midwest Athletes Against Childhood,391270290,2016-12-31,4264175,
550,Midwest Athletes Against Childhood,391270290,2015-12-31,3938201,
551,MIDWEST ATHLETES AGAINST CHILDHOOD CANCER INC,391270290,2014-12-31,3927614,
552,MIDWEST ATHLETES AGAINST CHILDHOOD CANCER INC,391270290,2013-12-31,4208207,
553,MILWAUKEE PUBLIC MUSEUM INC,391723105,2023-08-31,13439898,
554,MILWAUKEE PUBLIC MUSEUM INC,391723105,2022-08-31,13471207,
555,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2024-12-31,925858701,
556,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2023-12-31,838407589,
557,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2022-12-31,766688710,
558,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2021-12-31,766904325,
559,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2020-12-31,710317001,
560,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2019-12-31,675017179,
561,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2018-12-31,619936349,
562,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2017-06-30,611357357,
563,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2016-06-30,559191286,
564,MISSION HOSPITAL REGIONAL MEDICAL CENTER,951643360,2015-06-30,531557155,
565,,951643360,2014-06-30,457953955,
566,Montana State University Foundation Inc,816001649,2024-06-30,41668972,
567,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2023-06-30,29360325,
568,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2022-06-30,46879130,
569,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2021-06-30,26057212,
570,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2020-06-30,22517889,
571,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2019-06-30,32729666,
572,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2018-06-30,42215439,
573,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2017-06-30,32673895,
574,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2016-06-30,26905471,
575,MONTANA STATE UNIVERSITY FOUNDATION INC,816001649,2015-06-30,22903690,
576,MOVING PICTURE INSTITUTE,203237801,2021-12-31,8256252,
577,MOVING PICTURE INSTITUTE,203237801,2020-12-31,3900775,
578,MOVING PICTURE INSTITUTE,203237801,2019-12-31,4877572,
579,MOVING PICTURE INSTITUTE,203237801,2018-12-31,7409621,
580,MOVING PICTURE INSTITUTE,203237801,2017-12-31,3489969,
581,MOVING PICTURE INSTITUTE,203237801,2016-12-31,3029765,
582,MOVING PICTURE INSTITUTE,203237801,2015-12-31,2376837,
583,MOVING PICTURE INSTITUTE,203237801,2013-12-31,1681145,
584,NATIONAL REVIEW INSTITUTE,133649537,2024-07-31,7653600,
585,NATIONAL REVIEW INSTITUTE,133649537,2023-07-31,6312277,
586,NATIONAL REVIEW INSTITUTE,133649537,2018-07-31,5238791,
587,NATIONAL TAXPAYERS UNION FOUNDATION,521122683,2019-12-31,799561,
588,NRA FREEDOM ACTION FOUNDATION,261277941,2024-12-31,1531688,
589,NRA FREEDOM ACTION FOUNDATION,261277941,2023-12-31,1045744,
590,NRA FREEDOM ACTION FOUNDATION,261277941,2022-12-31,507077,
591,NRA FREEDOM ACTION FOUNDATION,261277941,2021-12-31,259043,
592,NRA FREEDOM ACTION FOUNDATION,261277941,2020-12-31,684629,
593,NRA FREEDOM ACTION FOUNDATION,261277941,2019-12-31,1024592,
594,OPEN DISCOURSE COALITION,843127210,2023-12-31,1489886,
595,OPEN DISCOURSE COALITION,843127210,2022-12-31,1300409,
596,OPEN DISCOURSE COALITION,843127210,2021-12-31,873588,
597,Pacific Legal Foundation,942197343,2024-06-30,27024089,
598,Pacific Legal Foundation,942197343,2023-06-30,25562157,
599,THE PHILANTHROPY ROUNDTABLE,132943020,2024-12-31,10202952,
600,THE PHILANTHROPY ROUNDTABLE,132943020,2023-12-31,10972117,
601,THE PHILANTHROPY ROUNDTABLE,132943020,2022-12-31,12354593,
602,THE PHILANTHROPY ROUNDTABLE,132943020,2021-12-31,10423804,
603,THE PHILANTHROPY ROUNDTABLE,132943020,2020-12-31,8659352,
604,THE PHILANTHROPY ROUNDTABLE,132943020,2019-12-31,8260682,
605,THE PHILANTHROPY ROUNDTABLE,132943020,2018-12-31,8631703,
606,THE PHILANTHROPY ROUNDTABLE,132943020,2017-12-31,8917853,
607,THE PHILANTHROPY ROUNDTABLE,132943020,2016-12-31,8712374,
608,THE PHILANTHROPY ROUNDTABLE,132943020,2015-12-31,8424670,
609,THE PHILANTHROPY ROUNDTABLE,132943020,2014-12-31,7134888,
610,THE PHILANTHROPY ROUNDTABLE,132943020,2013-12-31,6419839,
611,City Help Foundation,451456334,2023-06-30,875311,
612,DREAM CITY FOUNDATION,451456334,2022-06-30,1505889,
613,DREAM CITY FOUNDATION,451456334,2021-06-30,2181440,
614,DREAM CITY FOUNDATION,451456334,2020-06-30,1764189,
615,PRAGER UNIVERSITY FOUNDATION,271763901,2022-12-31,45455077,
616,PRISON FELLOWSHIP MINISTRIES,620988294,2023-06-30,65861495,PRISON FELLOWSHIP MINISTRIES
617,PRISON FELLOWSHIP MINISTRIES,620988294,2022-06-30,59405348,PRISON FELLOWSHIP MINISTRIES
618,PRISON FELLOWSHIP MINISTRIES,620988294,2021-06-30,54732778,PRISON FELLOWSHIP MINISTRIES
619,PRISON FELLOWSHIP MINISTRIES,620988294,2020-06-30,43920798,PRISON FELLOWSHIP MINISTRIES
620,PRISON FELLOWSHIP MINISTRIES,620988294,2019-06-30,41622107,PRISON FELLOWSHIP MINISTRIES
621,PRISON FELLOWSHIP MINISTRIES,620988294,2018-06-30,39275454,PRISON FELLOWSHIP MINISTRIES
622,PRISON FELLOWSHIP MINISTRIES,620988294,2017-06-30,36633583,PRISON FELLOWSHIP MINISTRIES
623,PRISON FELLOWSHIP MINISTRIES,620988294,2016-06-30,37876032,PRISON FELLOWSHIP MINISTRIES
624,Prison Fellowship Ministries,620988294,2015-06-30,37669093,PRISON FELLOWSHIP MINISTRIES
625,PRISON FELLOWSHIP MINISTRIES,620988294,2014-06-30,43516721,PRISON FELLOWSHIP MINISTRIES
626,PRO-LIFE WISCONSIN EDUCATION TASK FORCE,391830544,2021-12-31,758121,
627,REAL CLEAR FOUNDATION,522128875,2024-03-31,8756104,
628,REAL CLEAR FOUNDATION,522128875,2023-03-31,9154676,
629,REAL CLEAR FOUNDATION,522128875,2022-03-31,5265385,
630,REAL CLEAR FOUNDATION,522128875,2021-03-31,4094803,
631,IMMACULATE HEART MEDIA INC,392003067,2019-12-31,19500534,
632,IMMACULATE HEART MEDIA INC,392003067,2018-12-31,21817088,
633,IMMACULATE HEART MEDIA INC,392003067,2017-12-31,14340533,
634,STARBOARD MEDIA FOUNDATION INC,392003067,2016-12-31,9959293,
635,STARBOARD MEDIA FOUNDATION INC,392003067,2014-12-31,8633461,
636,RUTGERS UNIVERSITY FOUNDATION,237318742,2024-06-30,144644902,
637,RUTGERS UNIVERSITY FOUNDATION,237318742,2023-06-30,198142639,
638,RUTGERS UNIVERSITY FOUNDATION,237318742,2022-06-30,215703305,
639,RUTGERS UNIVERSITY FOUNDATION,237318742,2021-06-30,151685786,
640,RUTGERS UNIVERSITY FOUNDATION,237318742,2020-06-30,174222449,
641,RUTGERS UNIVERSITY FOUNDATION,237318742,2019-06-30,138773726,
642,RUTGERS UNIVERSITY FOUNDATION,237318742,2018-06-30,146087885,
643,RUTGERS UNIVERSITY FOUNDATION,237318742,2017-06-30,142103444,
644,RUTGERS UNIVERSITY FOUNDATION,237318742,2016-06-30,148818775,
645,RUTGERS UNIVERSITY FOUNDATION,237318742,2015-06-30,129784158,
646,,237318742,2014-06-30,125499889,
647,SAMARITAN'S PURSE,581437002,2024-12-31,1093195701,
648,SAMARITAN'S PURSE,581437002,2023-12-31,1037513821,
649,SAMARITAN'S PURSE,581437002,2022-12-31,981485381,
650,SAMARITAN'S PURSE,581437002,2021-12-31,706354317,
651,SAMARITAN'S PURSE,581437002,2020-12-31,669969794,
652,SAMARITAN'S PURSE,581437002,2019-12-31,689127369,
653,SAMARITAN'S PURSE,581437002,2018-12-31,672172599,
